ticker,name,exchange,tags,num_listed_shares
014570.KS,고려제약,KOSDAQ,우량기업부,"11,000,000"
098460.KS,고영,KOSDAQ GLOBAL,우량기업부,"68,654,755"
215000.KS,골프존,KOSDAQ GLOBAL,우량기업부,"6,275,415"
121440.KS,골프존뉴딘홀딩스,KOSDAQ,우량기업부,"42,836,818"
066620.KS,국보디자인,KOSDAQ,우량기업부,"7,500,000"
043650.KS,국순당,KOSDAQ,우량기업부,"17,858,304"
307750.KS,국전약품,KOSDAQ,우량기업부,"49,069,269"
053260.KS,금강철강,KOSDAQ,우량기업부,"18,720,000"
036190.KS,금화피에스시,KOSDAQ,우량기업부,"6,000,000"
121600.KS,나노신소재,KOSDAQ,우량기업부,"10,848,333"
089600.KS,나스미디어,KOSDAQ,우량기업부,"10,539,962"
130580.KS,나이스디앤비,KOSDAQ,우량기업부,"15,400,000"
036800.KS,나이스정보통신,KOSDAQ,우량기업부,"10,000,000"
267320.KS,나인테크,KOSDAQ,우량기업부,"39,396,554"
091590.KS,남화토건,KOSDAQ,우량기업부,"11,740,000"
212560.KS,네오오토,KOSDAQ,우량기업부,"7,874,963"
095660.KS,네오위즈,KOSDAQ,우량기업부,"22,033,719"
042420.KS,네오위즈홀딩스,KOSDAQ,우량기업부,"8,856,866"
092730.KS,네오팜,KOSDAQ,우량기업부,"8,207,361"
194700.KS,노바렉스,KOSDAQ,우량기업부,"18,754,848"
234690.KS,녹십자웰빙,KOSDAQ,우량기업부,"17,752,276"
054050.KS,농우바이오,KOSDAQ,우량기업부,"16,030,561"
040160.KS,누리플렉스,KOSDAQ,우량기업부,"12,055,535"
270870.KS,뉴트리,KOSDAQ,우량기업부,"9,200,224"
064260.KS,다날,KOSDAQ,우량기업부,"68,949,040"
032190.KS,다우데이타,KOSDAQ,우량기업부,"38,300,000"
048470.KS,대동스틸,KOSDAQ,우량기업부,"10,000,000"
004780.KS,대륙제관,KOSDAQ,우량기업부,"15,903,199"
017650.KS,대림제지,KOSDAQ,우량기업부,"9,000,000"
007720.KS,대명소노시즌,KOSDAQ,우량기업부,"100,800,450"
078140.KS,대봉엘에스,KOSDAQ,우량기업부,"11,086,579"
045390.KS,대아티아이,KOSDAQ,우량기업부,"70,473,377"
108380.KS,대양전기공업,KOSDAQ,우량기업부,"9,567,333"
007680.KS,대원,KOSDAQ,우량기업부,"13,446,474"
048910.KS,대원미디어,KOSDAQ,우량기업부,"12,578,946"
005710.KS,대원산업,KOSDAQ,우량기업부,"20,037,600"
120240.KS,대정화금,KOSDAQ,우량기업부,"7,190,391"
078600.KS,대주전자재료,KOSDAQ,우량기업부,"15,480,593"
054670.KS,대한뉴팜,KOSDAQ,우량기업부,"14,354,920"
023910.KS,대한약품,KOSDAQ,우량기업부,"6,000,000"
067080.KS,대화제약,KOSDAQ,우량기업부,"18,616,650"
298540.KS,더네이쳐홀딩스,KOSDAQ,우량기업부,"14,544,656"
213420.KS,덕산네오룩스,KOSDAQ GLOBAL,우량기업부,"24,831,179"
317330.KS,덕산테코피아,KOSDAQ,우량기업부,"18,377,428"
077360.KS,덕산하이메탈,KOSDAQ,우량기업부,"45,437,002"
263600.KS,덕우전자,KOSDAQ,우량기업부,"15,930,310"
194480.KS,데브시스터즈,KOSDAQ,우량기업부,"11,851,821"
067990.KS,도이치모터스,KOSDAQ,우량기업부,"31,890,147"
006620.KS,동구바이오제약,KOSDAQ,우량기업부,"28,464,992"
100130.KS,동국S&C,KOSDAQ,우량기업부,"57,143,000"
005160.KS,동국산업,KOSDAQ,우량기업부,"54,244,482"
086450.KS,동국제약,KOSDAQ GLOBAL,우량기업부,"44,460,000"
033500.KS,동성화인텍,KOSDAQ,우량기업부,"29,764,052"
088130.KS,동아엘텍,KOSDAQ,우량기업부,"10,662,938"
041930.KS,동아화성,KOSDAQ,우량기업부,"15,800,000"
060380.KS,동양에스텍,KOSDAQ,우량기업부,"19,700,000"
079960.KS,동양이엔피,KOSDAQ,우량기업부,"7,860,000"
013120.KS,동원개발,KOSDAQ,우량기업부,"90,808,100"
109860.KS,동일금속,KOSDAQ,우량기업부,"9,100,000"
005290.KS,동진쎄미켐,KOSDAQ,우량기업부,"51,414,494"
025900.KS,동화기업,KOSDAQ,우량기업부,"20,203,553"
131970.KS,두산테스나,KOSDAQ,우량기업부,"14,759,577"
187870.KS,디바이스이엔지,KOSDAQ,우량기업부,"7,036,609"
066670.KS,디스플레이텍,KOSDAQ,우량기업부,"18,691,918"
110990.KS,디아이티,KOSDAQ,우량기업부,"18,900,000"
263690.KS,디알젬,KOSDAQ,우량기업부,"11,325,610"
066900.KS,디에이피,KOSDAQ,우량기업부,"22,744,503"
092070.KS,디엔에프,KOSDAQ,우량기업부,"11,571,858"
039840.KS,디오,KOSDAQ,우량기업부,"15,881,755"
104460.KS,디와이피엔에프,KOSDAQ,우량기업부,"10,713,625"
068930.KS,디지털대성,KOSDAQ,우량기업부,"28,813,239"
105740.KS,디케이락,KOSDAQ,우량기업부,"9,157,753"
290550.KS,디케이티,KOSDAQ,우량기업부,"16,462,666"
084650.KS,랩지노믹스,KOSDAQ,우량기업부,"33,991,623"
038390.KS,레드캡투어,KOSDAQ,우량기업부,"8,589,480"
228670.KS,레이,KOSDAQ,우량기업부,"14,013,707"
228850.KS,레이언스,KOSDAQ,우량기업부,"16,591,014"
281740.KS,레이크머티리얼즈,KOSDAQ,우량기업부,"65,730,548"
071280.KS,로체시스템즈,KOSDAQ,우량기업부,"15,296,603"
058470.KS,리노공업,KOSDAQ GLOBAL,우량기업부,"15,242,370"
012700.KS,리드코프,KOSDAQ,우량기업부,"26,446,135"
042500.KS,링네트,KOSDAQ,우량기업부,"15,356,878"
038290.KS,마크로젠,KOSDAQ,우량기업부,"10,841,400"
267980.KS,매일유업,KOSDAQ GLOBAL,우량기업부,"7,843,638"
005990.KS,매일홀딩스,KOSDAQ,우량기업부,"13,718,304"
093520.KS,매커스,KOSDAQ,우량기업부,"16,163,092"
100590.KS,머큐리,KOSDAQ,우량기업부,"15,124,896"
067280.KS,멀티캠퍼스,KOSDAQ,우량기업부,"5,926,779"
215200.KS,메가스터디교육,KOSDAQ GLOBAL,우량기업부,"11,861,880"
133750.KS,메가엠디,KOSDAQ,우량기업부,"23,407,077"
041920.KS,메디아나,KOSDAQ,우량기업부,"16,000,000"
086900.KS,메디톡스,KOSDAQ,우량기업부,"6,662,071"
241770.KS,메카로,KOSDAQ,우량기업부,"10,192,640"
080420.KS,모다이노칩,KOSDAQ,우량기업부,"79,721,622"
095500.KS,미래나노텍,KOSDAQ,우량기업부,"31,009,999"
100790.KS,미래에셋벤처투자,KOSDAQ,우량기업부,"48,480,361"
059090.KS,미코,KOSDAQ,우량기업부,"33,416,778"
206640.KS,바디텍메드,KOSDAQ,우량기업부,"23,486,560"
053030.KS,바이넥스,KOSDAQ,우량기업부,"31,761,048"
064550.KS,바이오니아,KOSDAQ,우량기업부,"25,810,291"
038460.KS,바이오스마트,KOSDAQ,우량기업부,"20,087,800"
043150.KS,바텍,KOSDAQ,우량기업부,"14,854,256"
225530.KS,보광산업,KOSDAQ,우량기업부,"36,338,727"
008470.KS,부스타,KOSDAQ,우량기업부,"8,404,800"
100120.KS,뷰웍스,KOSDAQ,우량기업부,"10,001,865"
337930.KS,브랜드엑스코퍼레이션,KOSDAQ,우량기업부,"29,266,589"
018290.KS,브이티지엠피,KOSDAQ,우량기업부,"34,483,893"
141000.KS,비아트론,KOSDAQ,우량기업부,"12,114,710"
090460.KS,비에이치,KOSDAQ GLOBAL,우량기업부,"34,464,379"
086670.KS,비엠티,KOSDAQ,우량기업부,"9,125,174"
082920.KS,비츠로셀,KOSDAQ,우량기업부,"21,539,152"
042370.KS,비츠로테크,KOSDAQ,우량기업부,"26,200,025"
093190.KS,빅솔론,KOSDAQ,우량기업부,"19,238,905"
065450.KS,빅텍,KOSDAQ,우량기업부,"28,652,800"
143240.KS,사람인에이치알,KOSDAQ,우량기업부,"11,674,263"
018310.KS,삼목에스폼,KOSDAQ,우량기업부,"14,700,000"
023600.KS,삼보판지,KOSDAQ,우량기업부,"16,170,000"
009300.KS,삼아제약,KOSDAQ,우량기업부,"6,370,000"
225190.KS,삼양옵틱스,KOSDAQ,우량기업부,"10,149,688"
037460.KS,삼지전자,KOSDAQ,우량기업부,"16,318,522"
032750.KS,삼진,KOSDAQ,우량기업부,"7,200,000"
024950.KS,삼천리자전거,KOSDAQ,우량기업부,"13,273,577"
038500.KS,삼표시멘트,KOSDAQ,우량기업부,"107,916,306"
017480.KS,삼현철강,KOSDAQ,우량기업부,"15,702,890"
038540.KS,상상인,KOSDAQ,우량기업부,"55,328,313"
091580.KS,상신이디피,KOSDAQ,우량기업부,"13,628,219"
089980.KS,상아프론테크,KOSDAQ,우량기업부,"15,989,037"
042600.KS,새로닉스,KOSDAQ,우량기업부,"12,423,574"
038070.KS,서린바이오,KOSDAQ,우량기업부,"8,500,676"
092190.KS,서울바이오시스,KOSDAQ,우량기업부,"38,223,653"
046890.KS,서울반도체,KOSDAQ GLOBAL,우량기업부,"58,305,400"
093920.KS,서원인텍,KOSDAQ,우량기업부,"18,600,000"
178320.KS,서진시스템,KOSDAQ,우량기업부,"37,580,642"
140070.KS,서플러스글로벌,KOSDAQ,우량기업부,"36,988,000"
011370.KS,서한,KOSDAQ,우량기업부,"100,894,865"
065710.KS,서호전기,KOSDAQ,우량기업부,"5,150,000"
035890.KS,서희건설,KOSDAQ,우량기업부,"229,808,457"
003100.KS,선광,KOSDAQ,우량기업부,"6,600,000"
037350.KS,성도이엔지,KOSDAQ,우량기업부,"15,470,000"
015750.KS,성우하이텍,KOSDAQ,우량기업부,"80,000,000"
043260.KS,성호전자,KOSDAQ,우량기업부,"53,405,384"
148150.KS,세경하이테크,KOSDAQ,우량기업부,"11,784,281"
011560.KS,세보엠이씨,KOSDAQ,우량기업부,"10,530,000"
100700.KS,세운메디칼,KOSDAQ,우량기업부,"43,800,000"
068760.KS,셀트리온제약,KOSDAQ,우량기업부,"37,701,974"
091990.KS,셀트리온헬스케어,KOSDAQ GLOBAL,우량기업부,"158,242,322"
036830.KS,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,"20,964,056"
236200.KS,슈프리마,KOSDAQ,우량기업부,"7,193,273"
192440.KS,슈피겐코리아,KOSDAQ,우량기업부,"6,216,363"
253450.KS,스튜디오드래곤,KOSDAQ,우량기업부,"30,058,498"
020710.KS,시공테크,KOSDAQ,우량기업부,"20,047,970"
290520.KS,신도기연,KOSDAQ,우량기업부,"15,929,362"
065350.KS,신성델타테크,KOSDAQ,우량기업부,"27,483,948"
012790.KS,신일제약,KOSDAQ,우량기업부,"11,541,464"
056700.KS,신화인터텍,KOSDAQ,우량기업부,"29,135,091"
243840.KS,신흥에스이씨,KOSDAQ,우량기업부,"7,763,229"
222800.KS,심텍,KOSDAQ,우량기업부,"31,854,143"
036710.KS,심텍홀딩스,KOSDAQ,우량기업부,"48,350,145"
160980.KS,싸이맥스,KOSDAQ,우량기업부,"10,924,243"
037760.KS,쎄니트,KOSDAQ,우량기업부,"33,832,921"
099320.KS,쎄트렉아이,KOSDAQ,우량기업부,"9,085,607"
050890.KS,쏠리드,KOSDAQ,우량기업부,"61,221,640"
264660.KS,씨앤지하이테크,KOSDAQ,우량기업부,"8,556,542"
297090.KS,씨에스베어링,KOSDAQ,우량기업부,"27,000,000"
096530.KS,씨젠,KOSDAQ,우량기업부,"52,225,994"
083930.KS,아바코,KOSDAQ,우량기업부,"15,412,798"
149950.KS,아바텍,KOSDAQ,우량기업부,"15,607,500"
143160.KS,아이디스,KOSDAQ,우량기업부,"10,716,390"
099190.KS,아이센스,KOSDAQ,우량기업부,"13,753,738"
040910.KS,아이씨디,KOSDAQ,우량기업부,"18,065,413"
084850.KS,아이티엠반도체,KOSDAQ GLOBAL,우량기업부,"22,677,934"
013310.KS,아진산업,KOSDAQ,우량기업부,"38,806,582"
067160.KS,아프리카TV,KOSDAQ,우량기업부,"11,494,767"
053800.KS,안랩,KOSDAQ,우량기업부,"10,013,855"
260660.KS,알리코제약,KOSDAQ,우량기업부,"15,327,021"
238090.KS,앤디포스,KOSDAQ,우량기업부,"23,979,303"
255440.KS,야스,KOSDAQ,우량기업부,"13,058,000"
102120.KS,어보브반도체,KOSDAQ,우량기업부,"17,780,753"
042110.KS,에스씨디,KOSDAQ,우량기업부,"48,329,564"
101490.KS,에스앤에스텍,KOSDAQ,우량기업부,"21,451,447"
031330.KS,에스에이엠티,KOSDAQ,우량기업부,"99,995,067"
056190.KS,에스에프에이,KOSDAQ GLOBAL,우량기업부,"35,908,760"
080000.KS,에스엔유,KOSDAQ,우량기업부,"34,322,870"
041510.KS,에스엠,KOSDAQ,우량기업부,"23,804,501"
306040.KS,에스제이그룹,KOSDAQ,우량기업부,"9,865,828"
041910.KS,에스텍파마,KOSDAQ,우량기업부,"11,898,263"
039440.KS,에스티아이,KOSDAQ,우량기업부,"15,830,000"
058610.KS,에스피지,KOSDAQ,우량기업부,"22,177,360"
200710.KS,에이디테크놀로지,KOSDAQ,우량기업부,"13,334,327"
072990.KS,에이치시티,KOSDAQ,우량기업부,"7,071,518"
239610.KS,에이치엘사이언스,KOSDAQ,우량기업부,"5,392,115"
071670.KS,에이테크솔루션,KOSDAQ,우량기업부,"10,000,000"
045660.KS,에이텍,KOSDAQ,우량기업부,"8,260,000"
021080.KS,에이티넘인베스트,KOSDAQ,우량기업부,"48,000,000"
262260.KS,에이프로,KOSDAQ,우량기업부,"14,440,643"
089970.KS,에이피티씨,KOSDAQ,우량기업부,"23,980,595"
101360.KS,에코앤드림,KOSDAQ,우량기업부,"10,608,636"
086520.KS,에코프로,KOSDAQ,우량기업부,"25,257,525"
247540.KS,에코프로비엠,KOSDAQ GLOBAL,우량기업부,"97,801,344"
036810.KS,에프에스티,KOSDAQ,우량기업부,"21,756,789"
092870.KS,엑시콘,KOSDAQ,우량기업부,"10,848,797"
067570.KS,엔브이에이치코리아,KOSDAQ,우량기업부,"32,824,712"
198080.KS,엔피디,KOSDAQ,우량기업부,"21,535,185"
061970.KS,엘비세미콘,KOSDAQ,우량기업부,"43,784,592"
083310.KS,엘오티베큠,KOSDAQ,우량기업부,"17,810,033"
009780.KS,엠에스씨,KOSDAQ,우량기업부,"17,600,000"
033160.KS,엠케이전자,KOSDAQ,우량기업부,"21,807,689"
115960.KS,연우,KOSDAQ,우량기업부,"12,398,000"
036560.KS,영풍정밀,KOSDAQ,우량기업부,"15,750,000"
053280.KS,예스24,KOSDAQ,우량기업부,"25,000,000"
045060.KS,오공,KOSDAQ,우량기업부,"16,941,974"
039830.KS,오로라,KOSDAQ,우량기업부,"10,762,890"
014940.KS,오리엔탈정공,KOSDAQ,우량기업부,"45,573,661"
010470.KS,오리콤,KOSDAQ,우량기업부,"11,975,050"
053980.KS,오상자이엘,KOSDAQ,우량기업부,"17,747,882"
241790.KS,오션브릿지,KOSDAQ,우량기업부,"10,002,634"
138080.KS,오이솔루션,KOSDAQ,우량기업부,"10,624,095"
067170.KS,오텍,KOSDAQ,우량기업부,"15,391,605"
131030.KS,옵투스제약,KOSDAQ,우량기업부,"16,153,162"
122990.KS,와이솔,KOSDAQ,우량기업부,"28,186,941"
232140.KS,와이아이케이,KOSDAQ,우량기업부,"82,045,350"
067900.KS,와이엔텍,KOSDAQ,우량기업부,"18,199,659"
155650.KS,와이엠씨,KOSDAQ,우량기업부,"19,974,358"
251370.KS,와이엠티,KOSDAQ,우량기업부,"16,314,464"
041190.KS,우리기술투자,KOSDAQ,우량기업부,"84,000,000"
215360.KS,우리산업,KOSDAQ,우량기업부,"9,132,163"
073560.KS,우리손에프앤지,KOSDAQ,우량기업부,"69,237,643"
153490.KS,우리이앤엘,KOSDAQ,우량기업부,"51,480,000"
046940.KS,우원개발,KOSDAQ,우량기업부,"18,074,350"
065680.KS,우주일렉트로,KOSDAQ,우량기업부,"9,730,000"
053080.KS,원방테크,KOSDAQ,우량기업부,"12,999,807"
240810.KS,원익IPS,KOSDAQ GLOBAL,우량기업부,"49,083,901"
074600.KS,원익QnC,KOSDAQ GLOBAL,우량기업부,"26,288,000"
104830.KS,원익머트리얼즈,KOSDAQ,우량기업부,"12,608,000"
014190.KS,원익큐브,KOSDAQ,우량기업부,"35,399,906"
217820.KS,원익피앤이,KOSDAQ,우량기업부,"43,454,559"
030530.KS,원익홀딩스,KOSDAQ,우량기업부,"77,237,981"
012620.KS,원일특강,KOSDAQ,우량기업부,"4,400,000"
008370.KS,원풍,KOSDAQ,우량기업부,"12,000,000"
101160.KS,월덱스,KOSDAQ,우량기업부,"16,510,993"
065950.KS,웰크론,KOSDAQ,우량기업부,"28,231,302"
069080.KS,웹젠,KOSDAQ GLOBAL,우량기업부,"35,310,884"
053580.KS,웹케시,KOSDAQ,우량기업부,"13,786,248"
071460.KS,위니아,KOSDAQ,우량기업부,"35,967,295"
044340.KS,위닉스,KOSDAQ,우량기업부,"17,873,425"
330350.KS,위더스제약,KOSDAQ,우량기업부,"13,192,778"
348350.KS,위드텍,KOSDAQ,우량기업부,"10,183,600"
112040.KS,위메이드,KOSDAQ,우량기업부,"33,796,962"
123420.KS,위메이드플레이,KOSDAQ,우량기업부,"11,469,842"
136540.KS,윈스,KOSDAQ,우량기업부,"13,864,162"
036200.KS,유니셈,KOSDAQ,우량기업부,"30,664,223"
086390.KS,유니테스트,KOSDAQ,우량기업부,"21,134,126"
241690.KS,유니테크노,KOSDAQ,우량기업부,"25,011,565"
048430.KS,유라테크,KOSDAQ,우량기업부,"11,520,000"
089850.KS,유비벨록스,KOSDAQ,우량기업부,"7,115,697"
032620.KS,유비케어,KOSDAQ,우량기업부,"52,197,139"
264450.KS,유비쿼스,KOSDAQ,우량기업부,"10,245,706"
024800.KS,유성티엔에스,KOSDAQ,우량기업부,"31,278,618"
023410.KS,유진기업,KOSDAQ,우량기업부,"77,310,863"
084370.KS,유진테크,KOSDAQ GLOBAL,우량기업부,"22,916,042"
039020.KS,이건홀딩스,KOSDAQ,우량기업부,"22,584,709"
073490.KS,이노와이어리스,KOSDAQ,우량기업부,"6,737,544"
088390.KS,이녹스,KOSDAQ,우량기업부,"9,385,844"
272290.KS,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,"20,125,658"
041520.KS,이라이콤,KOSDAQ,우량기업부,"12,188,730"
054210.KS,이랜텍,KOSDAQ,우량기업부,"25,291,210"
078020.KS,이베스트투자증권,KOSDAQ,우량기업부,"55,481,190"
102710.KS,이엔에프테크놀로지,KOSDAQ,우량기업부,"14,287,836"
091120.KS,이엠텍,KOSDAQ,우량기업부,"17,132,936"
039030.KS,이오테크닉스,KOSDAQ GLOBAL,우량기업부,"12,319,550"
035810.KS,이지홀딩스,KOSDAQ,우량기업부,"65,145,845"
041830.KS,인바디,KOSDAQ,우량기업부,"13,683,782"
060150.KS,인선이엔티,KOSDAQ,우량기업부,"46,563,612"
037330.KS,인지디스플레,KOSDAQ,우량기업부,"43,885,224"
049070.KS,인탑스,KOSDAQ GLOBAL,우량기업부,"17,200,000"
119610.KS,인터로조,KOSDAQ,우량기업부,"13,216,478"
064290.KS,인텍플러스,KOSDAQ,우량기업부,"12,756,962"
189300.KS,인텔리안테크,KOSDAQ,우량기업부,"9,183,669"
039290.KS,인포뱅크,KOSDAQ,우량기업부,"8,693,978"
101930.KS,인화정공,KOSDAQ,우량기업부,"9,331,705"
094820.KS,일진파워,KOSDAQ,우량기업부,"15,078,709"
208140.KS,정다운,KOSDAQ,우량기업부,"32,684,246"
040420.KS,정상제이엘에스,KOSDAQ,우량기업부,"15,677,552"
122310.KS,제노레이,KOSDAQ,우량기업부,"14,553,844"
159580.KS,제로투세븐,KOSDAQ,우량기업부,"20,032,636"
079370.KS,제우스,KOSDAQ,우량기업부,"10,384,000"
054950.KS,제이브이엠,KOSDAQ,우량기업부,"12,089,892"
137950.KS,제이씨케미칼,KOSDAQ,우량기업부,"22,267,814"
033320.KS,제이씨현시스템,KOSDAQ,우량기업부,"19,114,432"
204270.KS,제이앤티씨,KOSDAQ,우량기업부,"57,848,466"
126880.KS,제이엔케이히터,KOSDAQ,우량기업부,"23,204,903"
080220.KS,제주반도체,KOSDAQ,우량기업부,"34,442,833"
064800.KS,젬백스링크,KOSDAQ,우량기업부,"83,747,117"
067000.KS,조이시티,KOSDAQ,우량기업부,"68,516,612"
036930.KS,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,"48,249,212"
000440.KS,중앙에너비스,KOSDAQ,우량기업부,"6,227,130"
043610.KS,지니뮤직,KOSDAQ,우량기업부,"58,115,438"
144510.KS,지씨셀,KOSDAQ,우량기업부,"15,800,344"
051160.KS,지어소프트,KOSDAQ,우량기업부,"15,474,430"
053050.KS,지에스이,KOSDAQ,우량기업부,"29,987,597"
119850.KS,지엔씨에너지,KOSDAQ,우량기업부,"16,448,909"
018120.KS,진로발효,KOSDAQ,우량기업부,"6,621,120"
036890.KS,진성티이씨,KOSDAQ,우량기업부,"22,482,268"
004650.KS,창해에탄올,KOSDAQ,우량기업부,"9,190,885"
278280.KS,천보,KOSDAQ GLOBAL,우량기업부,"10,000,000"
293490.KS,카카오게임즈,KOSDAQ GLOBAL,우량기업부,"82,289,947"
119860.KS,커넥트웨이브,KOSDAQ,우량기업부,"48,192,972"
078340.KS,컴투스,KOSDAQ,우량기업부,"12,866,420"
063080.KS,컴투스홀딩스,KOSDAQ,우량기업부,"6,595,192"
093320.KS,케이아이엔엑스,KOSDAQ,우량기업부,"4,880,000"
083550.KS,케이엠,KOSDAQ,우량기업부,"11,251,616"
032500.KS,케이엠더블유,KOSDAQ,우량기업부,"39,820,883"
089010.KS,켐트로닉스,KOSDAQ,우량기업부,"14,858,157"
052400.KS,코나아이,KOSDAQ,우량기업부,"14,999,999"
190650.KS,코리아에셋투자증권,KOSDAQ,우량기업부,"6,388,000"
123410.KS,코리아에프티,KOSDAQ,우량기업부,"27,841,064"
049430.KS,코메론,KOSDAQ,우량기업부,"9,048,000"
183300.KS,코미코,KOSDAQ GLOBAL,우량기업부,"10,020,447"
089890.KS,코세스,KOSDAQ,우량기업부,"16,584,962"
241710.KS,코스메카코리아,KOSDAQ,우량기업부,"10,680,000"
029960.KS,코엔텍,KOSDAQ,우량기업부,"50,000,000"
033290.KS,코웰패션,KOSDAQ,우량기업부,"88,500,234"
056360.KS,코위버,KOSDAQ,우량기업부,"9,796,800"
282880.KS,코윈테크,KOSDAQ,우량기업부,"9,750,373"
015710.KS,코콤,KOSDAQ,우량기업부,"17,530,500"
200130.KS,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,"29,543,558"
096240.KS,크레버스,KOSDAQ,우량기업부,"11,543,764"
110790.KS,크리스에프앤씨,KOSDAQ,우량기업부,"11,715,480"
045520.KS,크린앤사이언스,KOSDAQ,우량기업부,"6,500,000"
214150.KS,클래시스,KOSDAQ GLOBAL,우량기업부,"64,776,702"
065130.KS,탑엔지니어링,KOSDAQ,우량기업부,"15,976,257"
023160.KS,태광,KOSDAQ,우량기업부,"26,500,000"
053620.KS,태양,KOSDAQ,우량기업부,"8,600,000"
124560.KS,태웅로직스,KOSDAQ,우량기업부,"38,416,584"
066700.KS,테라젠이텍스,KOSDAQ,우량기업부,"32,474,435"
095610.KS,테스,KOSDAQ GLOBAL,우량기업부,"19,768,226"
089030.KS,테크윙,KOSDAQ,우량기업부,"37,353,645"
051360.KS,토비스,KOSDAQ,우량기업부,"16,417,058"
064760.KS,티씨케이,KOSDAQ GLOBAL,우량기업부,"11,675,000"
131290.KS,티에스이,KOSDAQ GLOBAL,우량기업부,"11,061,429"
104480.KS,티케이케미칼,KOSDAQ,우량기업부,"90,895,434"
081150.KS,티플랙스,KOSDAQ,우량기업부,"24,268,402"
084730.KS,팅크웨어,KOSDAQ,우량기업부,"11,109,424"
214450.KS,파마리서치,KOSDAQ GLOBAL,우량기업부,"10,111,930"
037070.KS,파세코,KOSDAQ,우량기업부,"20,000,000"
047310.KS,파워로직스,KOSDAQ,우량기업부,"34,420,982"
106240.KS,파인테크닉스,KOSDAQ,우량기업부,"15,923,057"
140860.KS,파크시스템스,KOSDAQ,우량기업부,"6,947,859"
091700.KS,파트론,KOSDAQ GLOBAL,우량기업부,"58,918,214"
027710.KS,팜스토리,KOSDAQ,우량기업부,"111,416,600"
263750.KS,펄어비스,KOSDAQ GLOBAL,우량기업부,"64,235,855"
251970.KS,펌텍코리아,KOSDAQ,우량기업부,"12,400,000"
022100.KS,포스코 ICT,KOSDAQ GLOBAL,우량기업부,"152,034,729"
009520.KS,포스코엠텍,KOSDAQ,우량기업부,"41,642,703"
234100.KS,폴라리스세원,KOSDAQ,우량기업부,"48,001,785"
290720.KS,푸드나무,KOSDAQ,우량기업부,"6,806,034"
005670.KS,푸드웰,KOSDAQ,우량기업부,"10,000,000"
007330.KS,푸른저축은행,KOSDAQ,우량기업부,"15,082,800"
053610.KS,프로텍,KOSDAQ,우량기업부,"11,000,000"
051380.KS,피씨디렉트,KOSDAQ,우량기업부,"7,670,036"
319660.KS,피에스케이,KOSDAQ GLOBAL,우량기업부,"28,966,714"
043370.KS,피에이치에이,KOSDAQ,우량기업부,"21,000,000"
137400.KS,피엔티,KOSDAQ GLOBAL,우량기업부,"22,741,198"
128660.KS,피제이메탈,KOSDAQ,우량기업부,"24,803,369"
006140.KS,피제이전자,KOSDAQ,우량기업부,"15,000,000"
166090.KS,하나머티리얼즈,KOSDAQ GLOBAL,우량기업부,"19,752,674"
003380.KS,하림지주,KOSDAQ GLOBAL,우량기업부,"112,005,621"
013030.KS,하이록코리아,KOSDAQ,우량기업부,"13,613,232"
126700.KS,하이비젼시스템,KOSDAQ,우량기업부,"14,942,112"
066130.KS,하츠,KOSDAQ,우량기업부,"12,800,000"
039340.KS,한국경제TV,KOSDAQ,우량기업부,"23,000,000"
034950.KS,한국기업평가,KOSDAQ,우량기업부,"4,540,514"
025550.KS,한국선재,KOSDAQ,우량기업부,"23,909,198"
017890.KS,한국알콜,KOSDAQ,우량기업부,"21,605,760"
063570.KS,한국전자금융,KOSDAQ,우량기업부,"34,147,728"
025770.KS,한국정보통신,KOSDAQ,우량기업부,"37,444,271"
023760.KS,한국캐피탈,KOSDAQ,우량기업부,"315,609,576"
032300.KS,한국파마,KOSDAQ,우량기업부,"10,906,701"
030520.KS,한글과컴퓨터,KOSDAQ,우량기업부,"25,203,830"
092460.KS,한라IMS,KOSDAQ,우량기업부,"17,617,467"
078350.KS,한양디지텍,KOSDAQ,우량기업부,"15,244,382"
045100.KS,한양이엔지,KOSDAQ,우량기업부,"18,000,000"
007770.KS,한일화학,KOSDAQ,우량기업부,"3,510,000"
034810.KS,해성산업,KOSDAQ,우량기업부,"26,356,298"
03481K.KS,해성산업1우,KOSDAQ,우량기업부,"1,000,000"
214180.KS,헥토이노베이션,KOSDAQ,우량기업부,"13,257,185"
234340.KS,헥토파이낸셜,KOSDAQ,우량기업부,"9,453,000"
170030.KS,현대공업,KOSDAQ,우량기업부,"15,340,000"
319400.KS,현대무벡스,KOSDAQ,우량기업부,"114,981,158"
039010.KS,현대에이치티,KOSDAQ,우량기업부,"8,625,000"
090850.KS,현대이지웰,KOSDAQ,우량기업부,"23,746,361"
060560.KS,홈센타홀딩스,KOSDAQ,우량기업부,"127,669,525"
126640.KS,화신정공,KOSDAQ,우량기업부,"36,373,887"
205470.KS,휴마시스,KOSDAQ,우량기업부,"33,910,335"
200670.KS,휴메딕스,KOSDAQ,우량기업부,"10,017,814"
065510.KS,휴비츠,KOSDAQ,우량기업부,"11,890,371"
243070.KS,휴온스,KOSDAQ GLOBAL,우량기업부,"11,935,549"
084110.KS,휴온스글로벌,KOSDAQ,우량기업부,"12,621,492"
